sample_name,abdominal,caudal,img_name,crosses,plates,wells
AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCG7_AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCG7,14,17,PLATE 21 F2 VC_ Male 95-1 F14 x Female 10-1 F14_G7.tif,95-1_Male_x_10-1_Female,plate21,G7
AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCG9_AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCG9,14,17,PLATE 21 F2 VC_ Male 95-1 F14 x Female 10-1 F14_G9.tif,95-1_Male_x_10-1_Female,plate21,G9
AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCH1_AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCH1,14,17,PLATE 21 F2 VC_ Female 95-1 F14 x Male 10-1 F14_H1.tif,95-1_Female_x_10-1_Male,plate21,H1
AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCH10_AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCH10,14,17,PLATE 21 F2 VC_ Female 95-1 F14 x Male 10-1 F14_H10.tif,95-1_Female_x_10-1_Male,plate21,H10
AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCH11_AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCH11,14,17,PLATE 21 F2 VC_ Female 95-1 F14 x Male 10-1 F14_H11.tif,95-1_Female_x_10-1_Male,plate21,H11
AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCH12_AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCH12,14,17,PLATE 21 F2 VC_ Female 95-1 F14 x Male 10-1 F14_H12.tif,95-1_Female_x_10-1_Male,plate21,H12
AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCH2_AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCH2,14,17,PLATE 21 F2 VC_ Female 95-1 F14 x Male 10-1 F14_H2.tif,95-1_Female_x_10-1_Male,plate21,H2
AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCH3_AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCH3,14,17,PLATE 21 F2 VC_ Female 95-1 F14 x Male 10-1 F14_H3.tif,95-1_Female_x_10-1_Male,plate21,H3
AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCH4_AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCH4,13,18,PLATE 21 F2 VC_ Female 95-1 F14 x Male 10-1 F14_H4.tif,95-1_Female_x_10-1_Male,plate21,H4
AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCH5_AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCH5,13,18,PLATE 21 F2 VC_ Female 95-1 F14 x Male 10-1 F14_H5.tif,95-1_Female_x_10-1_Male,plate21,H5
AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCH6_AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCH6,14,17,PLATE 21 F2 VC_ Female 95-1 F14 x Male 10-1 F14_H6.tif,95-1_Female_x_10-1_Male,plate21,H6
AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCH7_AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCH7,13,17,PLATE 21 F2 VC_ Female 95-1 F14 x Male 10-1 F14_H7.tif,95-1_Female_x_10-1_Male,plate21,H7
AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCH8_AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCH8,13,18,PLATE 21 F2 VC_ Female 95-1 F14 x Male 10-1 F14_H8.tif,95-1_Female_x_10-1_Male,plate21,H8
AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCH9_AAC2CN7HV_Pool_18-21F2VC_23s001261-1-1_Loosli_lane1Plate21F2VCH9,14,17,PLATE 21 F2 VC_ Female 95-1 F14 x Male 10-1 F14_H9.tif,95-1_Female_x_10-1_Male,plate21,H9
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCA10_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCA10,13,16,PLATE 22 F2 VC_ Male 14-2 F14 x Female 10-1 F14_A10.tif,14-2_Male_x_10-1_Female,plate22,A10
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCA11_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCA11,13,16,PLATE 22 F2 VC_ Male 14-2 F14 x Female 10-1 F14_A11.tif,14-2_Male_x_10-1_Female,plate22,A11
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCA12_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCA12,13,16,PLATE 22 F2 VC_ Male 14-2 F14 x Female 10-1 F14_A12.tif,14-2_Male_x_10-1_Female,plate22,A12
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCA3_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCA3,13,16,PLATE 22 F2 VC_ Male 14-2 F14 x Female 10-1 F14_A3.tif,14-2_Male_x_10-1_Female,plate22,A3
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCA4_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCA4,13,17,PLATE 22F2 VC_ Male 14-2 F14 x Female 10-1 F14_A4.tif,14-2_Male_x_10-1_Female,plate22,A4
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCA5_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCA5,13,17,PLATE 22 F2 VC_ Male 14-2 F14 x Female 10-1 F14_A5.tif,14-2_Male_x_10-1_Female,plate22,A5
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCA6_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCA6,13,18,PLATE 22 F2 VC_ Male 14-2 F14 x Female 10-1 F14_A6.tif,14-2_Male_x_10-1_Female,plate22,A6
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCA8_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCA8,13,17,PLATE 22 F2 VC_ Male 14-2 F14 x Female 10-1 F14_A8.tif,14-2_Male_x_10-1_Female,plate22,A8
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCB1_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCB1,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_B1.tif,14-2_Female_x_129-1_Male,plate22,B1
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCB10_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCB10,13,16,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_B10.tif,14-2_Female_x_129-1_Male,plate22,B10
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCB11_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCB11,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_B11.tif,14-2_Female_x_129-1_Male,plate22,B11
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCB12_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCB12,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_B12.tif,14-2_Female_x_129-1_Male,plate22,B12
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCB2_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCB2,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_B2.tif,14-2_Female_x_129-1_Male,plate22,B2
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCB3_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCB3,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_B3.tif,14-2_Female_x_129-1_Male,plate22,B3
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCB4_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCB4,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_B4.tif,14-2_Female_x_129-1_Male,plate22,B4
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCB5_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCB5,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_B5.tif,14-2_Female_x_129-1_Male,plate22,B5
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCB6_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCB6,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_B6.tif,14-2_Female_x_129-1_Male,plate22,B6
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCB7_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCB7,14,16,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_B7.tif,14-2_Female_x_129-1_Male,plate22,B7
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCB8_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCB8,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_B8.tif,14-2_Female_x_129-1_Male,plate22,B8
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCB9_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCB9,14,16,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_B9.tif,14-2_Female_x_129-1_Male,plate22,B9
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCC10_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCC10,13,18,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_C10.tif,14-2_Female_x_129-1_Male,plate22,C10
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCC11_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCC11,13,18,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_C11.tif,14-2_Female_x_129-1_Male,plate22,C11
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCC12_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCC12,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_C12.tif,14-2_Female_x_129-1_Male,plate22,C12
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCC2_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCC2,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_C2.tif,14-2_Female_x_129-1_Male,plate22,C2
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCC3_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCC3,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_C3.tif,14-2_Female_x_129-1_Male,plate22,C3
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCC4_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCC4,13,18,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_C4.tif,14-2_Female_x_129-1_Male,plate22,C4
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCC5_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCC5,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_C5.tif,14-2_Female_x_129-1_Male,plate22,C5
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCC6_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCC6,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_C6.tif,14-2_Female_x_129-1_Male,plate22,C6
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCC7_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCC7,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_C7.tif,14-2_Female_x_129-1_Male,plate22,C7
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCC8_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCC8,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_C8.tif,14-2_Female_x_129-1_Male,plate22,C8
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCC9_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCC9,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_C9.tif,14-2_Female_x_129-1_Male,plate22,C9
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD1_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD1,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_D1.tif,14-2_Female_x_129-1_Male,plate22,D1
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD10_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD10,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_D10.tif,14-2_Female_x_60-1_Male,plate22,D10
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD11_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD11,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_D11.tif,14-2_Female_x_60-1_Male,plate22,D11
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD12_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD12,13,18,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_D12.tif,14-2_Female_x_60-1_Male,plate22,D12
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD2_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD2,14,16,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_D2.tif,14-2_Female_x_129-1_Male,plate22,D2
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD3_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD3,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 129-1 F14_D3.tif,14-2_Female_x_129-1_Male,plate22,D3
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD4_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD4,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_D4.tif,14-2_Female_x_60-1_Male,plate22,D4
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD5_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD5,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_D5.tif,14-2_Female_x_60-1_Male,plate22,D5
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD6_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD6,13,18,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_D6.tif,14-2_Female_x_60-1_Male,plate22,D6
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD8_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD8,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_D8.tif,14-2_Female_x_60-1_Male,plate22,D8
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD9_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCD9,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_D9.tif,14-2_Female_x_60-1_Male,plate22,D9
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCE10_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCE10,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E10.tif,14-2_Female_x_60-1_Male,plate22,E10
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCE11_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCE11,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E11.tif,14-2_Female_x_60-1_Male,plate22,E11
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCE12_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCE12,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E12.tif,14-2_Female_x_60-1_Male,plate22,E12
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCE3_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCE3,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E3.tif,14-2_Female_x_60-1_Male,plate22,E3
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCE4_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCE4,13,16,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E4.tif,14-2_Female_x_60-1_Male,plate22,E4
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCE5_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCE5,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E5.tif,14-2_Female_x_60-1_Male,plate22,E5
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCE6_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCE6,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E6.tif,14-2_Female_x_60-1_Male,plate22,E6
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCE7_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCE7,13,18,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E7.tif,14-2_Female_x_60-1_Male,plate22,E7
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCE8_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCE8,13,16,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E8.tif,14-2_Female_x_60-1_Male,plate22,E8
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCE9_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCE9,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_E9.tif,14-2_Female_x_60-1_Male,plate22,E9
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF1_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF1,13,16,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F1.tif,14-2_Female_x_60-1_Male,plate22,F1
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF10_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF10,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F10.tif,14-2_Female_x_60-1_Male,plate22,F10
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF11_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF11,14,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F11.tif,14-2_Female_x_60-1_Male,plate22,F11
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF12_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF12,14,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F12.tif,14-2_Female_x_60-1_Male,plate22,F12
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF2_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF2,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F2.tif,14-2_Female_x_60-1_Male,plate22,F2
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF3_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF3,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F3.tif,14-2_Female_x_60-1_Male,plate22,F3
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF4_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF4,12,18,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F4.tif,14-2_Female_x_60-1_Male,plate22,F4
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF5_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF5,13,18,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F5.tif,14-2_Female_x_60-1_Male,plate22,F5
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF6_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF6,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F6.tif,14-2_Female_x_60-1_Male,plate22,F6
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF7_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF7,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F7.tif,14-2_Female_x_60-1_Male,plate22,F7
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF8_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF8,13,18,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F8.tif,14-2_Female_x_60-1_Male,plate22,F8
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF9_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCF9,13,17,PLATE 22 F2 VC_ Female 14-2 F14 x Male 60-1 F14_F9.tif,14-2_Female_x_60-1_Male,plate22,F9
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCG1_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCG1,13,17,PLATE 22 F2 VC_ Male 14-2 F14 x Female 10-1 F14_G1.tif,14-2_Male_x_10-1_Female,plate22,G1
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCG10_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCG10,12,17,PLATE 22 F2 VC_ Male 14-2 F14 x Female 10-1 F14_G10.tif,14-2_Male_x_10-1_Female,plate22,G10
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCG11_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCG11,13,16,PLATE 22 F2 VC_ Male 14-2 F14 x Female 10-1 F14_G11.tif,14-2_Male_x_10-1_Female,plate22,G11
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCG12_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCG12,13,17,PLATE 22 F2 VC_ Male 14-2 F14 x Female 10-1 F14_G12.tif,14-2_Male_x_10-1_Female,plate22,G12
AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCG2_AAC2CTTHV_Plate22-25F2_VC_23s001371-1-1_Loosli_lane1Plate22F2VCG2,13,17,PLATE 22 F2 VC_ Male 14-2 F14 x Female 10-1 F14_G2.tif,14-2_Male_x_10-1_Female,plate22,G2
